exp_name,gan_type,p_increment,epoch,class,ap,noccur,map
results_retinanet50_masked_20,masked,20,38,bicycle,0.560231766934456,471.0,0.6937624397712039
results_retinanet50_masked_20,masked,20,38,car,0.8004551263442368,5432.0,0.6937624397712039
results_retinanet50_masked_20,masked,20,40,person,0.7153581795222114,5779.0,0.6804203899609829
results_retinanet50_masked_20,masked,20,40,bicycle,0.539473627723212,471.0,0.6804203899609829
results_retinanet50_masked_20,masked,20,40,car,0.7864293626375255,5432.0,0.6804203899609829
results_retinanet50_masked_20,masked,20,43,person,0.712323964849978,5779.0,0.6777186769719767
results_retinanet50_masked_20,masked,20,43,bicycle,0.5265451811779169,471.0,0.6777186769719767
results_retinanet50_masked_20,masked,20,43,car,0.7942868848880353,5432.0,0.6777186769719767
results_retinanet50_masked_20,masked,20,30,person,0.7295501162862321,5779.0,0.6968931100089137
results_retinanet50_masked_20,masked,20,30,bicycle,0.5598027026859941,471.0,0.6968931100089137
results_retinanet50_masked_20,masked,20,30,car,0.8013265110545151,5432.0,0.6968931100089137
results_retinanet50_masked_20,masked,20,39,person,0.7047740214832072,5779.0,0.692429932790748
results_retinanet50_masked_20,masked,20,39,bicycle,0.5693718785342989,471.0,0.692429932790748
results_retinanet50_masked_20,masked,20,39,car,0.803143898354738,5432.0,0.692429932790748
results_retinanet50_masked_20,masked,20,36,person,0.713918219915659,5779.0,0.6864292969497177
results_retinanet50_masked_20,masked,20,36,bicycle,0.5448910206063664,471.0,0.6864292969497177
results_retinanet50_masked_20,masked,20,36,car,0.800478650327128,5432.0,0.6864292969497177
results_retinanet50_masked_30,masked,30,46,person,0.7245181235013323,5779.0,0.691795261608901
results_retinanet50_masked_30,masked,30,46,bicycle,0.5685217467681076,471.0,0.691795261608901
results_retinanet50_masked_30,masked,30,46,car,0.7823459145572629,5432.0,0.691795261608901
results_retinanet50_masked_30,masked,30,20,person,0.7271076461164959,5779.0,0.7121727759574933
results_retinanet50_masked_30,masked,30,20,bicycle,0.6033819335003205,471.0,0.7121727759574933
results_retinanet50_masked_30,masked,30,20,car,0.8060287482556634,5432.0,0.7121727759574933
results_retinanet50_masked_30,masked,30,37,person,0.7080575678694507,5779.0,0.6762807144220391
results_retinanet50_masked_30,masked,30,37,bicycle,0.5343898509734957,471.0,0.6762807144220391
results_retinanet50_masked_30,masked,30,37,car,0.786394724423171,5432.0,0.6762807144220391
results_retinanet50_masked_30,masked,30,41,person,0.7273946725991666,5779.0,0.6975397399779505
results_retinanet50_masked_30,masked,30,41,bicycle,0.576993442808851,471.0,0.6975397399779505
results_retinanet50_masked_30,masked,30,41,car,0.7882311045258337,5432.0,0.6975397399779505
results_retinanet50_masked_30,masked,30,10,person,0.7392060927015589,5779.0,0.6936413620769458
results_retinanet50_masked_30,masked,30,10,bicycle,0.5251402103209932,471.0,0.6936413620769458
results_retinanet50_masked_30,masked,30,10,car,0.8165777832082854,5432.0,0.6936413620769458
results_retinanet50_masked_30,masked,30,0,person,0.4746577086251879,5779.0,0.5113103868539797
results_retinanet50_masked_30,masked,30,0,bicycle,0.3499649466502084,471.0,0.5113103868539797
results_retinanet50_masked_30,masked,30,0,car,0.7093085052865427,5432.0,0.5113103868539797
results_retinanet50_masked_30,masked,30,44,person,0.7360167005091451,5779.0,0.7098873777393697
results_retinanet50_masked_30,masked,30,44,bicycle,0.5953983463441027,471.0,0.7098873777393697
results_retinanet50_masked_30,masked,30,44,car,0.7982470863648615,5432.0,0.7098873777393697
results_retinanet50_masked_30,masked,30,42,person,0.7235562183614583,5779.0,0.6811829461359297
results_retinanet50_masked_30,masked,30,42,bicycle,0.5326884326938006,471.0,0.6811829461359297
results_retinanet50_masked_30,masked,30,42,car,0.7873041873525302,5432.0,0.6811829461359297
results_retinanet50_masked_30,masked,30,45,person,0.7185148899915617,5779.0,0.7030878367088862
results_retinanet50_masked_30,masked,30,45,bicycle,0.5969908461588735,471.0,0.7030878367088862
results_retinanet50_masked_30,masked,30,45,car,0.7937577739762236,5432.0,0.7030878367088862
results_retinanet50_masked_30,masked,30,48,person,0.7244616137935989,5779.0,0.6883337832053553
results_retinanet50_masked_30,masked,30,48,bicycle,0.5493204480229918,471.0,0.6883337832053553
results_retinanet50_masked_30,masked,30,48,car,0.7912192877994753,5432.0,0.6883337832053553
results_retinanet50_masked_30,masked,30,49,person,0.7243227371363646,5779.0,0.6793044452248002
results_retinanet50_masked_30,masked,30,49,bicycle,0.5370804719262264,471.0,0.6793044452248002
results_retinanet50_masked_30,masked,30,49,car,0.7765101266118093,5432.0,0.6793044452248002
results_retinanet50_masked_30,masked,30,47,person,0.7234748496391852,5779.0,0.6890607209135101
results_retinanet50_masked_30,masked,30,47,bicycle,0.5561604524342123,471.0,0.6890607209135101
results_retinanet50_masked_30,masked,30,47,car,0.7875468606671328,5432.0,0.6890607209135101
results_retinanet50_masked_30,masked,30,38,person,0.7253772999758752,5779.0,0.6822491438566113
results_retinanet50_masked_30,masked,30,38,bicycle,0.5235237097271261,471.0,0.6822491438566113
results_retinanet50_masked_30,masked,30,38,car,0.7978464218668324,5432.0,0.6822491438566113
results_retinanet50_masked_30,masked,30,40,person,0.7156644951817743,5779.0,0.6990140226555578
results_retinanet50_masked_30,masked,30,40,bicycle,0.5790387930364981,471.0,0.6990140226555578
results_retinanet50_masked_30,masked,30,40,car,0.8023387797484007,5432.0,0.6990140226555578
results_retinanet50_masked_30,masked,30,43,person,0.724431316103247,5779.0,0.6866224224206802
results_retinanet50_masked_30,masked,30,43,bicycle,0.5478523646776265,471.0,0.6866224224206802
results_retinanet50_masked_30,masked,30,43,car,0.7875835864811669,5432.0,0.6866224224206802
results_retinanet50_masked_30,masked,30,30,person,0.7358845944260639,5779.0,0.6895983145854515
results_retinanet50_masked_30,masked,30,30,bicycle,0.5263131333552261,471.0,0.6895983145854515
results_retinanet50_masked_30,masked,30,30,car,0.8065972159750647,5432.0,0.6895983145854515
results_retinanet50_masked_30,masked,30,39,person,0.7171336028428481,5779.0,0.6718572491817052
results_retinanet50_masked_30,masked,30,39,bicycle,0.5061148813820562,471.0,0.6718572491817052
results_retinanet50_masked_30,masked,30,39,car,0.7923232633202112,5432.0,0.6718572491817052
results_retinanet50_masked_30,masked,30,36,person,0.7092798913704665,5779.0,0.6821715588092699
results_retinanet50_masked_30,masked,30,36,bicycle,0.5490879859003814,471.0,0.6821715588092699
results_retinanet50_masked_30,masked,30,36,car,0.7881467991569617,5432.0,0.6821715588092699
results_retinanet50_both_10,both,10,46,person,0.7227623668399135,5779.0,0.7125873925550262
results_retinanet50_both_10,both,10,46,bicycle,0.61542837588465,471.0,0.7125873925550262
results_retinanet50_both_10,both,10,46,car,0.7995714349405151,5432.0,0.7125873925550262
results_retinanet50_both_10,both,10,20,person,0.7153432000907515,5779.0,0.6923666176598612
results_retinanet50_both_10,both,10,20,bicycle,0.5665041189180967,471.0,0.6923666176598612
results_retinanet50_both_10,both,10,20,car,0.795252533970735,5432.0,0.6923666176598612
results_retinanet50_both_10,both,10,37,person,0.723831990301262,5779.0,0.7009603719204569
results_retinanet50_both_10,both,10,37,bicycle,0.584308505981431,471.0,0.7009603719204569
results_retinanet50_both_10,both,10,37,car,0.7947406194786776,5432.0,0.7009603719204569
results_retinanet50_both_10,both,10,41,person,0.7210545585167271,5779.0,0.70173783162477
results_retinanet50_both_10,both,10,41,bicycle,0.5892701029577907,471.0,0.70173783162477
results_retinanet50_both_10,both,10,41,car,0.794888833399792,5432.0,0.70173783162477
results_retinanet50_both_10,both,10,10,person,0.7358433366709081,5779.0,0.7041891276011768
results_retinanet50_both_10,both,10,10,bicycle,0.5747210619419475,471.0,0.7041891276011768
results_retinanet50_both_10,both,10,10,car,0.8020029841906752,5432.0,0.7041891276011768
results_retinanet50_both_10,both,10,0,person,0.4492294241717854,5779.0,0.46170163536598824
results_retinanet50_both_10,both,10,0,bicycle,0.2555149687529204,471.0,0.46170163536598824
results_retinanet50_both_10,both,10,0,car,0.6803605131732589,5432.0,0.46170163536598824
results_retinanet50_both_10,both,10,44,person,0.7164247164138307,5779.0,0.7047385252929829
results_retinanet50_both_10,both,10,44,bicycle,0.6027426672100518,471.0,0.7047385252929829
results_retinanet50_both_10,both,10,44,car,0.7950481922550663,5432.0,0.7047385252929829
results_retinanet50_both_10,both,10,42,person,0.7212757943280422,5779.0,0.7052711392946466
results_retinanet50_both_10,both,10,42,bicycle,0.6025341032270775,471.0,0.7052711392946466
results_retinanet50_both_10,both,10,42,car,0.7920035203288198,5432.0,0.7052711392946466
results_retinanet50_both_10,both,10,45,person,0.7137698946272697,5779.0,0.6893536796741295
results_retinanet50_both_10,both,10,45,bicycle,0.5700130969110275,471.0,0.6893536796741295
results_retinanet50_both_10,both,10,45,car,0.7842780474840914,5432.0,0.6893536796741295
results_retinanet50_both_10,both,10,48,person,0.7090645589966216,5779.0,0.7046345498975883
results_retinanet50_both_10,both,10,48,bicycle,0.611931320298926,471.0,0.7046345498975883
results_retinanet50_both_10,both,10,48,car,0.7929077703972173,5432.0,0.7046345498975883
results_retinanet50_both_10,both,10,49,person,0.6979463792499161,5779.0,0.6949560441950916
results_retinanet50_both_10,both,10,49,bicycle,0.592655656442064,471.0,0.6949560441950916
results_retinanet50_both_10,both,10,49,car,0.7942660968932949,5432.0,0.6949560441950916
results_retinanet50_both_10,both,10,47,person,0.7303350600495082,5779.0,0.7034400550657588
results_retinanet50_both_10,both,10,47,bicycle,0.5830413617176322,471.0,0.7034400550657588
results_retinanet50_both_10,both,10,47,car,0.7969437434301361,5432.0,0.7034400550657588
results_retinanet50_both_10,both,10,38,person,0.720375811017375,5779.0,0.6980629955973475
results_retinanet50_both_10,both,10,38,bicycle,0.5787725669046784,471.0,0.6980629955973475
results_retinanet50_both_10,both,10,38,car,0.7950406088699894,5432.0,0.6980629955973475
results_retinanet50_both_10,both,10,40,person,0.7161829621972158,5779.0,0.6976270003479993
results_retinanet50_both_10,both,10,40,bicycle,0.5829857123618889,471.0,0.6976270003479993
results_retinanet50_both_10,both,10,40,car,0.7937123264848935,5432.0,0.6976270003479993
results_retinanet50_both_10,both,10,43,person,0.7215648577001887,5779.0,0.7043225402359674
results_retinanet50_both_10,both,10,43,bicycle,0.598520045981593,471.0,0.7043225402359674
results_retinanet50_both_10,both,10,43,car,0.7928827170261203,5432.0,0.7043225402359674
results_retinanet50_both_10,both,10,30,person,0.7334827415839138,5779.0,0.7033242294023606
results_retinanet50_both_10,both,10,30,bicycle,0.5749684728690974,471.0,0.7033242294023606
results_retinanet50_both_10,both,10,30,car,0.8015214737540708,5432.0,0.7033242294023606
results_retinanet50_both_10,both,10,39,person,0.7148398942288271,5779.0,0.7046662691617319
results_retinanet50_both_10,both,10,39,bicycle,0.5988291441857536,471.0,0.7046662691617319
results_retinanet50_both_10,both,10,39,car,0.800329769070615,5432.0,0.7046662691617319
results_retinanet50_both_10,both,10,36,person,0.7297003075745575,5779.0,0.7044232687611015
results_retinanet50_both_10,both,10,36,bicycle,0.5976002958109543,471.0,0.7044232687611015
results_retinanet50_both_10,both,10,36,car,0.7859692028977924,5432.0,0.7044232687611015
results_retinanet50_masked_10,masked,10,46,person,0.7198322822437768,5779.0,0.6966205636660495
results_retinanet50_masked_10,masked,10,46,bicycle,0.5825674211350071,471.0,0.6966205636660495
results_retinanet50_masked_10,masked,10,46,car,0.7874619876193646,5432.0,0.6966205636660495
results_retinanet50_masked_10,masked,10,20,person,0.7304123704616658,5779.0,0.7025229755788889
results_retinanet50_masked_10,masked,10,20,bicycle,0.5795368188442013,471.0,0.7025229755788889
results_retinanet50_masked_10,masked,10,20,car,0.7976197374307995,5432.0,0.7025229755788889
results_retinanet50_masked_10,masked,10,37,person,0.7184120225253878,5779.0,0.6961825454908951
results_retinanet50_masked_10,masked,10,37,bicycle,0.5749742615844257,471.0,0.6961825454908951
results_retinanet50_masked_10,masked,10,37,car,0.795161352362872,5432.0,0.6961825454908951
results_retinanet50_masked_10,masked,10,41,person,0.7151251772484502,5779.0,0.6794254359344222
results_retinanet50_masked_10,masked,10,41,bicycle,0.5358790991962554,471.0,0.6794254359344222
results_retinanet50_masked_10,masked,10,41,car,0.787272031358561,5432.0,0.6794254359344222
results_retinanet50_masked_10,masked,10,10,person,0.7405326008672226,5779.0,0.7059065027616652
results_retinanet50_masked_10,masked,10,10,bicycle,0.572335198033064,471.0,0.7059065027616652
results_retinanet50_masked_10,masked,10,10,car,0.8048517093847092,5432.0,0.7059065027616652
results_retinanet50_masked_10,masked,10,0,person,0.43737435543600056,5779.0,0.4656441775854159
results_retinanet50_masked_10,masked,10,0,bicycle,0.27317003561626396,471.0,0.4656441775854159
results_retinanet50_masked_10,masked,10,0,car,0.686388141703983,5432.0,0.4656441775854159
results_retinanet50_masked_10,masked,10,44,person,0.7135974325304959,5779.0,0.6816435750776141
results_retinanet50_masked_10,masked,10,44,bicycle,0.5380492545410475,471.0,0.6816435750776141
results_retinanet50_masked_10,masked,10,44,car,0.7932840381612989,5432.0,0.6816435750776141
results_retinanet50_masked_10,masked,10,42,person,0.7342483031945588,5779.0,0.6958971417282419
results_retinanet50_masked_10,masked,10,42,bicycle,0.5551233968892235,471.0,0.6958971417282419
results_retinanet50_masked_10,masked,10,42,car,0.7983197251009433,5432.0,0.6958971417282419
results_retinanet50_masked_10,masked,10,45,person,0.7205650330434941,5779.0,0.696760598730835
results_retinanet50_masked_10,masked,10,45,bicycle,0.5747377280896446,471.0,0.696760598730835
results_retinanet50_masked_10,masked,10,45,car,0.7949790350593662,5432.0,0.696760598730835
results_retinanet50_masked_10,masked,10,48,person,0.7063968299163,5779.0,0.6861101212344449
results_retinanet50_masked_10,masked,10,48,bicycle,0.5721404406513658,471.0,0.6861101212344449
results_retinanet50_masked_10,masked,10,48,car,0.7797930931356689,5432.0,0.6861101212344449
results_retinanet50_masked_10,masked,10,49,person,0.71653438779011,5779.0,0.687975708035489
results_retinanet50_masked_10,masked,10,49,bicycle,0.5652714083603787,471.0,0.687975708035489
results_retinanet50_masked_10,masked,10,49,car,0.7821213279559782,5432.0,0.687975708035489
results_retinanet50_masked_10,masked,10,47,person,0.7250824938412408,5779.0,0.6917859204242295
results_retinanet50_masked_10,masked,10,47,bicycle,0.5621443646116917,471.0,0.6917859204242295
results_retinanet50_masked_10,masked,10,47,car,0.7881309028197558,5432.0,0.6917859204242295
results_retinanet50_masked_10,masked,10,38,person,0.7215795807920344,5779.0,0.6900976532997666
results_retinanet50_masked_10,masked,10,38,bicycle,0.5583727062400432,471.0,0.6900976532997666
results_retinanet50_masked_10,masked,10,38,car,0.790340672867222,5432.0,0.6900976532997666
results_retinanet50_masked_10,masked,10,40,person,0.717477686868859,5779.0,0.6948215106418233
results_retinanet50_masked_10,masked,10,40,bicycle,0.5722324190608336,471.0,0.6948215106418233
results_retinanet50_masked_10,masked,10,40,car,0.7947544259957776,5432.0,0.6948215106418233
results_retinanet50_masked_10,masked,10,43,person,0.7183188555693327,5779.0,0.695726112554646
