exp_name,gan_type,p_increment,epoch,class,ap,noccur,map
results_retinanet50_masked_10,masked,10,43,bicycle,0.5800178682827937,471.0,0.695726112554646
results_retinanet50_masked_10,masked,10,43,car,0.7888416138118114,5432.0,0.695726112554646
results_retinanet50_masked_10,masked,10,30,person,0.7241102126683808,5779.0,0.7026514239121853
results_retinanet50_masked_10,masked,10,30,bicycle,0.5903950881274819,471.0,0.7026514239121853
results_retinanet50_masked_10,masked,10,30,car,0.7934489709406931,5432.0,0.7026514239121853
results_retinanet50_masked_10,masked,10,39,person,0.7266528203929254,5779.0,0.6955257032636023
results_retinanet50_masked_10,masked,10,39,bicycle,0.5657204140820906,471.0,0.6955257032636023
results_retinanet50_masked_10,masked,10,39,car,0.7942038753157905,5432.0,0.6955257032636023
results_retinanet50_masked_10,masked,10,36,person,0.706738730519268,5779.0,0.6858506621140396
results_retinanet50_masked_10,masked,10,36,bicycle,0.5690760411670144,471.0,0.6858506621140396
results_retinanet50_masked_10,masked,10,36,car,0.7817372146558363,5432.0,0.6858506621140396
